,State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
1351,WI,140,415,No,No,0,129.6,79,22.03,246.2,99,20.93,172.1,124,7.74,9.4,10,2.54,3,0
1352,SD,52,510,No,Yes,20,133.3,63,22.66,184.1,123,15.65,272.9,107,12.28,13.5,2,3.65,1,0
1353,VA,103,510,No,No,0,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13.0,3,3.51,5,0
1354,CO,85,510,No,Yes,21,283.2,110,48.14,239.7,108,20.37,149.5,80,6.73,6.3,1,1.7,5,0
1355,WA,71,408,No,No,0,141.2,132,24.0,149.1,90,12.67,171.4,72,7.71,7.0,2,1.89,2,0
1356,NV,177,415,No,Yes,27,230.2,106,39.13,196.1,78,16.67,215.4,108,9.69,10.4,2,2.81,1,0
1357,ID,60,510,No,No,0,221.1,106,37.59,178.6,48,15.18,202.7,90,9.12,7.4,3,2.0,1,0
1358,KY,43,408,No,No,0,177.2,93,30.12,142.6,60,12.12,314.1,144,14.13,12.7,2,3.43,4,0
1359,SD,125,415,No,No,0,163.8,73,27.85,255.6,85,21.73,192.9,95,8.68,15.7,4,4.24,0,0
1360,SC,114,510,No,Yes,4,141.3,96,24.02,230.4,88,19.58,223.7,85,10.07,9.4,3,2.54,3,0
1361,MT,101,408,No,Yes,16,118.9,112,20.21,228.3,97,19.41,180.1,111,8.1,8.2,5,2.21,2,0
1362,WI,70,415,No,No,0,7.9,100,1.34,136.4,83,11.59,156.6,89,7.05,12.1,1,3.27,0,0
1363,AK,59,408,No,No,0,159.5,96,27.12,167.2,123,14.21,138.6,106,6.24,10.2,4,2.75,0,0
1364,AZ,59,408,No,No,0,150.2,70,25.53,185.7,98,15.78,212.5,128,9.56,12.1,2,3.27,1,0
1365,DE,99,415,No,No,0,140.7,88,23.92,210.9,98,17.93,229.9,125,10.35,12.4,4,3.35,2,0
1366,VA,150,510,No,No,0,169.2,123,28.76,216.8,83,18.43,179.4,107,8.07,12.6,3,3.4,1,0
1367,MA,81,510,No,No,0,220.8,77,37.54,148.5,87,12.62,183.9,100,8.28,7.6,3,2.05,2,0
1368,IN,86,510,No,No,0,216.3,96,36.77,266.3,77,22.64,214.0,110,9.63,4.5,3,1.22,0,0
1369,MD,84,510,No,No,0,169.5,96,28.82,157.6,94,13.4,98.2,70,4.42,10.6,7,2.86,0,0
1370,NV,118,510,No,Yes,35,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16,1,0
1371,CO,89,415,No,No,0,179.7,128,30.55,299.8,92,25.48,185.3,120,8.34,7.6,3,2.05,1,0
1372,KS,93,415,No,No,0,266.0,120,45.22,130.1,84,11.06,165.8,63,7.46,13.1,6,3.54,3,0
1373,AR,85,415,No,No,0,96.7,97,16.44,193.8,95,16.47,171.7,88,7.73,9.7,3,2.62,2,0
1374,WY,160,408,No,No,0,82.7,116,14.06,194.6,95,16.54,159.0,54,7.15,10.9,9,2.94,0,0
1375,PA,28,415,No,No,0,168.2,87,28.59,161.7,92,13.74,192.4,112,8.66,10.1,3,2.73,3,0
1376,NY,156,408,No,No,0,174.3,95,29.63,186.6,128,15.86,258.2,105,11.62,12.9,5,3.48,3,0
1377,OR,33,415,Yes,No,0,190.6,100,32.4,161.7,104,13.74,189.9,136,8.55,13.0,6,3.51,1,0
1378,CA,77,510,No,No,0,175.5,86,29.84,205.1,78,17.43,245.2,100,11.03,17.8,3,4.81,4,0
1379,NY,119,415,No,No,0,133.4,102,22.68,204.6,71,17.39,196.9,103,8.86,11.1,7,3.0,1,0
1380,AR,91,510,No,Yes,27,204.6,96,34.78,136.0,93,11.56,210.5,82,9.47,6.6,2,1.78,3,0
1381,MI,102,510,No,No,0,242.2,88,41.17,233.2,89,19.82,188.5,121,8.48,6.2,6,1.67,3,0
1382,OK,86,415,No,Yes,33,253.1,112,43.03,210.1,94,17.86,95.0,98,4.27,11.9,4,3.21,3,0
1383,TX,82,415,No,No,0,130.0,110,22.1,185.3,88,15.75,178.7,105,8.04,8.3,4,2.24,0,0
1384,NC,89,408,No,No,0,105.9,151,18.0,189.6,142,16.12,170.9,67,7.69,12.7,7,3.43,0,0
1385,ID,86,415,No,No,0,194.2,98,33.01,193.8,95,16.47,192.0,123,8.64,9.3,7,2.51,3,0
1386,OR,92,415,No,No,0,196.5,82,33.41,190.0,89,16.15,163.2,99,7.34,10.8,2,2.92,2,0
1387,SD,87,510,No,No,0,184.5,81,31.37,172.0,103,14.62,183.4,96,8.25,13.7,3,3.7,3,0
1388,NE,64,408,No,No,0,261.9,113,44.52,148.1,99,12.59,145.2,74,6.53,13.8,4,3.73,0,0
1389,RI,80,510,No,No,0,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,9.2,5,2.48,3,0
1390,MD,165,415,No,Yes,39,167.4,113,28.46,172.7,94,14.68,192.6,113,8.67,9.5,4,2.57,3,0
1391,ID,153,415,No,Yes,22,167.7,104,28.51,246.8,91,20.98,203.9,117,9.18,7.5,11,2.03,1,0
1392,SD,108,415,No,No,0,240.2,78,40.83,230.3,109,19.58,217.0,83,9.76,5.2,1,1.4,2,0
1393,NY,104,415,No,Yes,26,189.1,112,32.15,178.2,97,15.15,199.3,104,8.97,11.1,4,3.0,1,0
1394,DE,115,408,No,No,0,127.7,67,21.71,182.9,90,15.55,172.9,92,7.78,10.6,7,2.86,1,0
1395,OK,87,415,No,No,0,205.2,106,34.88,99.5,122,8.46,189.5,75,8.53,13.4,3,3.62,1,0
1396,IN,119,510,No,No,0,154.5,129,26.27,193.6,87,16.46,180.9,145,8.14,13.4,3,3.62,2,0
1397,NV,69,415,No,No,0,153.7,109,26.13,194.0,105,16.49,256.1,114,11.52,14.1,6,3.81,1,0
1398,KS,57,415,No,Yes,37,201.2,76,34.2,280.1,122,23.81,154.2,110,6.94,11.8,1,3.19,1,0
1399,IA,130,510,No,No,0,139.1,72,23.65,246.0,112,20.91,207.2,121,9.32,11.4,9,3.08,5,0
1400,NJ,151,415,No,No,0,118.9,128,20.21,278.3,65,23.66,194.8,61,8.77,13.2,10,3.56,2,0
1401,MT,60,415,No,No,0,145.0,133,24.65,209.1,92,17.77,328.5,112,14.78,14.6,2,3.94,1,0
1402,IA,81,510,No,No,0,203.5,89,34.6,289.6,69,24.62,212.9,71,9.58,8.7,3,2.35,3,0
1403,MS,121,415,No,Yes,21,126.3,84,21.47,209.6,102,17.82,192.5,129,8.66,10.6,2,2.86,1,0
1404,IA,105,510,No,Yes,15,88.1,125,14.98,175.9,142,14.95,269.9,85,12.15,9.7,1,2.62,2,0
1405,WI,105,415,No,Yes,34,218.5,61,37.15,196.7,74,16.72,151.1,103,6.8,9.9,4,2.67,2,0
1406,MT,51,415,No,Yes,26,236.8,61,40.26,263.4,97,22.39,181.1,91,8.15,11.2,8,3.02,1,0
1407,GA,64,408,No,No,0,124.1,117,21.1,192.8,108,16.39,162.9,84,7.33,6.4,5,1.73,3,0
1408,MT,80,510,Yes,Yes,30,184.2,132,31.31,167.5,109,14.24,212.8,114,9.58,10.0,10,2.7,0,0
1409,ND,56,415,No,No,0,222.7,133,37.86,277.0,89,23.55,101.8,94,4.58,13.6,4,3.67,4,0
1410,VT,120,415,No,No,0,149.2,98,25.36,193.6,88,16.46,248.9,119,11.2,11.1,5,3.0,1,0
1411,SD,103,510,No,No,0,206.5,125,35.11,180.2,113,15.32,220.6,95,9.93,12.2,4,3.29,3,0
1412,OH,164,510,No,Yes,27,159.7,102,27.15,168.8,113,14.35,244.1,127,10.98,9.6,9,2.59,3,0
1413,OH,116,415,No,Yes,27,204.7,118,34.8,209.4,91,17.8,212.9,67,9.58,7.0,2,1.89,2,0
1414,MT,121,408,No,No,0,213.2,79,36.24,120.7,116,10.26,244.4,102,11.0,7.5,4,2.03,1,0
1415,NV,183,415,No,No,0,116.7,92,19.84,213.8,112,18.17,214.3,112,9.64,9.7,6,2.62,2,0
1416,UT,104,408,No,No,0,263.4,101,44.78,235.5,117,20.02,102.0,146,4.59,13.0,4,3.51,0,0
1417,NH,90,408,No,No,0,140.2,97,23.83,213.9,102,18.18,120.0,126,5.4,7.1,2,1.92,1,0
1418,LA,82,415,No,No,0,197.7,101,33.61,127.6,83,10.85,142.1,103,6.39,13.5,3,3.65,1,0
1419,NY,9,415,No,Yes,16,88.5,87,15.05,178.8,108,15.2,228.7,96,10.29,11.5,3,3.11,2,0
1420,CT,97,415,No,No,0,215.3,58,36.6,242.4,91,20.6,279.8,105,12.59,12.1,9,3.27,0,0
1421,MI,127,510,No,Yes,25,203.8,118,34.65,267.1,48,22.7,225.1,105,10.13,7.3,5,1.97,0,0
1422,SD,125,510,No,Yes,34,268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,10.3,3,2.78,0,0
1423,ME,140,415,No,No,0,159.1,104,27.05,269.8,106,22.93,220.4,116,9.92,10.3,4,2.78,1,0
1424,MD,90,415,No,No,0,114.4,122,19.45,127.7,154,10.85,253.1,109,11.39,10.1,5,2.73,2,0
1425,VA,67,415,No,No,0,138.9,65,23.61,208.9,109,17.76,232.4,82,10.46,9.2,3,2.48,2,0
1426,NJ,113,415,No,No,0,186.0,55,31.62,237.4,105,20.18,148.1,83,6.66,12.2,6,3.29,1,0
1427,TN,121,510,No,Yes,26,170.4,91,28.97,254.5,90,21.63,219.6,122,9.88,15.1,5,4.08,0,0
1428,DC,93,408,No,No,0,164.5,95,27.97,230.9,87,19.63,149.9,91,6.75,9.9,3,2.67,4,0
1429,DC,121,408,No,No,0,168.6,121,28.66,168.6,94,14.33,95.3,59,4.29,12.3,4,3.32,1,0
1430,RI,75,415,No,No,0,190.5,91,32.39,178.4,75,15.16,162.4,113,7.31,13.1,5,3.54,1,0
1431,AK,132,510,No,No,0,181.1,121,30.79,314.4,109,26.72,246.7,81,11.1,4.2,9,1.13,2,0
1432,WI,162,408,No,No,0,177.1,131,30.11,114.7,122,9.75,153.6,88,6.91,6.5,6,1.76,3,0
1433,IN,140,415,No,No,0,160.5,114,27.29,240.5,103,20.44,233.5,121,10.51,11.3,4,3.05,1,0
1434,MI,91,408,No,No,0,134.7,116,22.9,295.3,98,25.1,195.5,121,8.8,6.6,5,1.78,2,0
1435,ID,73,510,No,Yes,28,198.2,107,33.69,139.1,123,11.82,199.1,139,8.96,8.8,1,2.38,2,0
1436,MN,145,408,No,No,0,241.7,137,41.09,135.8,100,11.54,277.6,123,12.49,13.1,3,3.54,0,0
1437,AZ,100,415,No,No,0,131.1,108,22.29,176.2,81,14.98,89.7,81,4.04,4.3,4,1.16,1,0
1438,MN,122,415,No,No,0,234.1,101,39.8,200.2,121,17.02,237.4,89,10.68,13.1,9,3.54,2,0
1439,MO,109,415,No,No,0,200.1,72,34.02,300.9,120,25.58,236.0,68,10.62,11.9,5,3.21,0,0
1440,AL,82,408,No,No,0,154.0,107,26.18,94.4,114,8.02,287.6,95,12.94,10.1,7,2.73,1,0
1441,PA,65,415,No,Yes,23,224.2,106,38.11,189.6,100,16.12,222.8,75,10.03,9.8,4,2.65,0,0
1442,AK,52,510,No,No,0,148.3,83,25.21,181.6,79,15.44,155.6,104,7.0,8.3,6,2.24,3,0
1443,MS,136,415,No,Yes,24,174.6,76,29.68,176.6,114,15.01,214.4,91,9.65,8.8,5,2.38,2,0
1444,IA,75,415,No,No,0,138.5,110,23.55,153.2,86,13.02,215.6,103,9.7,11.1,7,3.0,1,0
1445,WY,146,408,No,No,0,109.0,69,18.53,265.8,98,22.59,228.3,80,10.27,12.6,2,3.4,1,0
1446,NE,105,408,No,No,0,162.3,99,27.59,212.5,95,18.06,214.7,114,9.66,11.1,8,3.0,4,0
1447,ND,48,415,No,No,0,210.8,84,35.84,189.6,98,16.12,157.6,99,7.09,16.4,3,4.43,2,0
1448,CT,45,415,No,No,0,142.4,107,24.21,318.7,78,27.09,224.1,108,10.08,11.1,7,3.0,1,0
1449,NC,106,415,No,Yes,37,223.5,104,38.0,235.1,99,19.98,140.1,90,6.3,10.6,5,2.86,2,0
1450,CT,33,510,No,No,0,182.5,65,31.03,232.1,96,19.73,149.2,82,6.71,7.5,2,2.03,2,0
1451,WA,106,408,No,No,0,193.6,66,32.91,238.2,82,20.25,176.4,107,7.94,12.9,3,3.48,0,0
1452,NV,141,415,No,No,0,192.4,111,32.71,156.9,87,13.34,175.8,82,7.91,11.0,6,2.97,0,0
1453,KS,94,510,No,Yes,28,233.2,88,39.64,113.3,102,9.63,118.0,71,5.31,16.1,4,4.35,0,0
1454,CO,65,510,No,No,0,158.8,53,27.0,188.5,132,16.02,189.3,87,8.52,9.8,4,2.65,2,0
1455,MO,85,415,No,No,0,126.1,112,21.44,274.7,126,23.35,184.4,95,8.3,9.8,4,2.65,1,0
1456,NY,112,408,No,Yes,30,60.6,113,10.3,165.9,96,14.1,132.8,99,5.98,13.3,7,3.59,0,0
1457,AK,110,415,No,No,0,148.4,95,25.23,193.8,98,16.47,206.0,106,9.27,6.9,6,1.86,0,0
1458,WI,111,415,No,No,0,246.5,108,41.91,216.3,89,18.39,179.6,99,8.08,12.7,3,3.43,2,0
1459,TN,105,510,No,No,0,119.3,82,20.28,185.1,111,15.73,157.0,74,7.07,10.9,4,2.94,2,0
1460,NY,40,408,No,No,0,242.5,82,41.23,232.9,97,19.8,154.0,86,6.93,9.6,7,2.59,0,0
1461,MI,122,510,No,No,0,144.2,87,24.51,212.2,74,18.04,169.3,87,7.62,9.5,4,2.57,0,0
1462,ID,114,408,No,Yes,19,154.6,100,26.28,241.6,109,20.54,160.0,112,7.2,12.6,1,3.4,3,0
1463,CT,102,415,No,Yes,25,137.4,100,23.36,176.7,83,15.02,188.2,93,8.47,10.2,6,2.75,2,0
1464,NC,126,415,No,No,0,103.7,93,17.63,127.0,107,10.8,329.3,66,14.82,14.4,1,3.89,0,0
1465,MD,29,510,No,No,0,195.6,71,33.25,126.4,74,10.74,148.6,87,6.69,14.2,4,3.83,1,0
1466,WY,111,415,No,No,0,222.2,96,37.77,162.5,111,13.81,184.9,120,8.32,11.9,7,3.21,4,0
1467,UT,81,510,No,No,0,154.5,84,26.27,216.2,91,18.38,229.8,82,10.34,13.7,3,3.7,1,0
1468,WA,46,510,No,No,0,90.4,108,15.37,276.2,77,23.48,146.5,111,6.59,12.7,2,3.43,1,0
1469,OH,125,408,No,No,0,106.1,95,18.04,157.6,113,13.4,192.5,69,8.66,8.1,3,2.19,1,0
1470,KS,43,415,No,No,0,27.0,117,4.59,160.9,97,13.68,279.5,96,12.58,10.7,3,2.89,3,0
1471,IN,94,510,No,No,0,245.0,112,41.65,180.4,91,15.33,262.9,105,11.83,9.7,6,2.62,1,0
1472,VT,46,408,No,No,0,196.7,85,33.44,205.9,74,17.5,216.6,112,9.75,11.2,5,3.02,3,0
1473,MT,73,408,No,Yes,26,131.2,98,22.3,106.5,97,9.05,221.7,96,9.98,10.2,6,2.75,2,0
1474,CT,146,408,No,Yes,23,149.6,96,25.43,239.8,124,20.38,293.5,135,13.21,7.4,4,2.0,2,0
1475,NM,93,415,No,No,0,239.8,70,40.77,251.8,99,21.4,168.6,112,7.59,10.9,10,2.94,1,0
1476,OH,52,408,No,Yes,31,142.1,77,24.16,193.0,97,16.41,253.4,88,11.4,11.0,4,2.97,1,0
1477,GA,202,510,No,No,0,115.4,137,19.62,178.7,70,15.19,185.7,113,8.36,6.0,3,1.62,3,0
1478,MN,129,510,No,Yes,31,193.0,99,32.81,224.8,87,19.11,197.6,91,8.89,10.3,8,2.78,2,0
1479,CT,94,415,No,No,0,206.1,49,35.04,224.6,115,19.09,256.7,74,11.55,13.0,1,3.51,1,0
1480,AL,100,415,No,No,0,160.3,138,27.25,221.3,92,18.81,150.4,120,6.77,11.2,2,3.02,0,0
1481,WV,43,415,No,No,0,199.9,108,33.98,288.4,80,24.51,180.6,103,8.13,11.3,7,3.05,1,0
1482,NH,130,415,No,No,0,213.1,105,36.23,206.2,108,17.53,163.4,93,7.35,8.9,3,2.4,0,0
1483,WY,124,415,No,No,0,178.3,102,30.31,235.0,120,19.98,239.7,119,10.79,10.9,1,2.94,3,0
1484,VT,48,415,No,No,0,197.7,64,33.61,136.7,126,11.62,244.4,81,11.0,13.2,5,3.56,4,0
1485,OH,98,510,No,Yes,29,111.1,105,18.89,217.9,101,18.52,248.1,108,11.16,6.6,3,1.78,2,0
1486,MA,79,415,No,No,0,156.9,109,26.67,122.2,87,10.39,189.1,103,8.51,11.3,5,3.05,3,0
1487,VA,164,415,No,No,0,123.3,78,20.96,170.0,85,14.45,165.9,78,7.47,12.7,2,3.43,1,0
1488,AR,89,408,Yes,No,0,206.9,134,35.17,167.7,105,14.25,155.7,86,7.01,10.9,4,2.94,0,0
1489,WY,96,408,No,No,0,144.0,102,24.48,224.7,73,19.1,227.7,91,10.25,10.0,7,2.7,1,0
1490,IA,120,415,No,Yes,33,299.5,83,50.92,163.4,84,13.89,146.7,88,6.6,11.6,5,3.13,0,0
1491,NC,72,415,No,No,0,137.6,106,23.39,143.5,94,12.2,273.7,110,12.32,9.6,6,2.59,2,0
1492,HI,155,415,Yes,Yes,26,211.7,121,35.99,139.2,123,11.83,146.7,89,6.6,11.1,3,3.0,1,0
1493,UT,89,415,No,No,0,89.7,80,15.25,179.8,81,15.28,145.7,120,6.56,9.5,4,2.57,2,0
1494,WY,126,408,Yes,No,0,197.6,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2,0
1495,WI,143,510,No,No,0,194.3,99,33.03,123.6,133,10.51,229.5,99,10.33,10.2,2,2.75,2,0
1496,KS,132,415,No,No,0,190.1,105,32.32,182.2,116,15.49,279.8,105,12.59,13.0,2,3.51,1,0
1497,NY,99,415,No,No,0,182.6,83,31.04,154.5,111,13.13,196.0,57,8.82,12.1,5,3.27,0,0
1498,VA,136,415,No,Yes,35,205.5,86,34.94,298.5,119,25.37,214.2,104,9.64,6.9,4,1.86,1,0
1499,KS,119,415,No,No,0,231.5,82,39.36,266.9,97,22.69,211.0,118,9.49,7.4,10,2.0,1,0
1500,MO,160,415,No,No,0,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,13.0,3,3.51,2,0
1501,ND,166,510,No,No,0,197.9,89,33.64,251.0,113,21.34,138.3,85,6.22,11.2,2,3.02,2,0
1502,CA,120,510,No,No,0,134.8,94,22.92,204.1,106,17.35,238.4,109,10.73,6.7,8,1.81,1,0
1503,WV,173,415,No,No,0,191.4,114,32.54,168.5,138,14.32,109.3,99,4.92,10.3,3,2.78,1,0
1504,IL,156,415,No,No,0,174.5,65,29.67,197.4,116,16.78,238.5,86,10.73,10.6,2,2.86,0,0
1505,NY,70,415,No,No,0,177.4,125,30.16,226.2,104,19.23,254.1,72,11.43,10.9,4,2.94,0,0
1506,NV,41,510,No,No,0,182.1,89,30.96,211.5,104,17.98,207.4,124,9.33,6.8,1,1.84,1,0
1507,AL,132,408,No,No,0,222.4,85,37.81,165.4,76,14.06,208.4,97,9.38,11.2,4,3.02,0,0
1508,ND,160,510,No,No,0,121.8,97,20.71,89.3,97,7.59,150.7,92,6.78,10.3,5,2.78,1,0
1509,OK,180,415,No,No,0,143.5,121,24.4,189.3,111,16.09,174.9,82,7.87,8.8,5,2.38,3,0
1510,UT,93,415,No,No,0,164.9,68,28.03,210.4,86,17.88,229.4,104,10.32,7.8,4,2.11,2,0
1511,OH,109,415,No,No,0,193.6,58,32.91,148.7,115,12.64,282.5,105,12.71,13.1,1,3.54,2,0
1512,WY,80,510,No,No,0,101.1,121,17.19,263.2,110,22.37,137.7,74,6.2,7.3,5,1.97,0,0
1513,NM,54,415,No,Yes,24,92.3,88,15.69,193.1,98,16.41,99.3,119,4.47,11.6,3,3.13,2,0
1514,AL,121,415,No,No,0,168.9,128,28.71,123.9,99,10.53,266.3,105,11.98,2.9,7,0.78,2,0
1515,DC,157,510,No,Yes,29,219.2,102,37.26,206.0,109,17.51,192.4,117,8.66,15.0,5,4.05,1,0
1516,ID,170,510,No,Yes,37,178.1,130,30.28,242.8,103,20.64,243.0,93,10.93,13.0,4,3.51,0,0
1517,AR,138,510,No,No,0,146.5,101,24.91,284.5,142,24.18,176.0,98,7.92,14.0,6,3.78,3,0
1518,ID,92,415,No,Yes,31,172.3,116,29.29,266.2,91,22.63,228.2,90,10.27,11.8,5,3.19,1,0
1519,UT,91,510,No,No,0,123.8,107,21.05,319.0,125,27.12,237.6,78,10.69,7.3,4,1.97,2,0
1520,RI,127,510,No,No,0,96.0,117,16.32,177.0,68,15.05,162.2,127,7.3,9.7,4,2.62,3,0
1521,NC,88,408,No,Yes,27,93.4,106,15.88,252.0,92,21.42,189.0,104,8.5,10.9,1,2.94,1,0
1522,TX,123,408,No,No,0,257.9,92,43.84,211.6,71,17.99,189.3,104,8.52,9.4,2,2.54,2,0
1523,DE,136,408,Yes,Yes,29,85.2,98,14.48,230.4,85,19.58,243.6,104,10.96,9.0,3,2.43,2,0
1524,MS,68,415,No,Yes,34,160.0,72,27.2,184.5,119,15.68,208.3,101,9.37,6.1,10,1.65,1,0
1525,OH,132,415,No,Yes,10,182.9,54,31.09,292.4,68,24.85,142.3,116,6.4,11.5,4,3.11,0,0
1526,LA,133,415,No,No,0,216.2,67,36.75,222.2,133,18.89,192.0,95,8.64,3.1,1,0.84,2,0
1527,FL,127,415,No,No,0,261.7,105,44.49,181.8,107,15.45,100.9,131,4.54,3.3,5,0.89,0,0
1528,WV,121,510,No,No,0,177.2,142,30.12,123.5,88,10.5,213.2,51,9.59,8.4,6,2.27,1,0
1529,NY,116,510,No,No,0,89.5,128,15.22,180.8,137,15.37,193.1,94,8.69,14.0,3,3.78,2,0
1530,MS,43,510,No,No,0,159.5,99,27.12,119.7,149,10.17,173.9,126,7.83,6.8,3,1.84,2,0
1531,IN,110,415,No,No,0,151.8,106,25.81,138.0,126,11.73,233.5,112,10.51,11.2,8,3.02,3,0
1532,VA,67,408,No,No,0,176.2,120,29.95,236.0,138,20.06,152.5,104,6.86,10.6,4,2.86,1,0
1533,MN,166,408,No,No,0,152.1,95,25.86,121.0,105,10.29,198.0,126,8.91,9.8,5,2.65,0,0
1534,DE,129,408,No,No,0,161.3,122,27.42,220.6,95,18.75,224.7,104,10.11,9.6,3,2.59,1,0
1535,OR,103,510,Yes,No,0,171.7,78,29.19,144.5,86,12.28,157.9,106,7.11,6.8,3,1.84,3,0
1536,CT,112,415,No,Yes,27,213.0,121,36.21,226.2,101,19.23,189.8,99,8.54,11.1,3,3.0,4,0
1537,AL,8,415,No,Yes,36,242.9,67,41.29,170.9,59,14.53,177.3,130,7.98,4.8,12,1.3,1,0
1538,CT,90,415,No,No,0,175.9,111,29.9,285.2,115,24.24,150.8,122,6.79,13.0,7,3.51,1,0
1539,AR,58,415,No,No,0,238.9,107,40.61,187.2,88,15.91,181.1,84,8.15,11.8,3,3.19,2,0
1540,CA,137,415,No,Yes,22,189.6,42,32.23,179.0,137,15.22,179.6,126,8.08,11.4,5,3.08,2,0
1541,WV,94,415,No,Yes,28,92.7,107,15.76,127.8,86,10.86,225.6,86,10.15,9.9,4,2.67,3,0
1542,DE,87,415,No,No,0,177.2,72,30.12,248.9,105,21.16,200.8,87,9.04,8.6,7,2.32,3,0
1543,FL,120,415,No,No,0,184.5,103,31.37,209.0,86,17.77,169.7,70,7.64,10.2,6,2.75,2,0
1544,AK,97,415,No,Yes,24,176.1,109,29.94,159.4,81,13.55,269.1,94,12.11,12.1,9,3.27,0,0
1545,ID,134,415,No,No,0,204.7,108,34.8,143.1,105,12.16,165.8,84,7.46,11.0,4,2.97,6,0
1546,OH,68,510,No,No,0,143.6,80,24.41,134.3,65,11.42,215.6,84,9.7,15.5,5,4.19,2,0
1547,NH,93,408,No,No,0,179.3,93,30.48,188.8,65,16.05,253.2,88,11.39,12.1,5,3.27,1,0
1548,MA,120,415,No,No,0,137.3,100,23.34,212.2,129,18.04,152.7,92,6.87,10.5,2,2.84,1,0
1549,SC,41,408,No,No,0,237.8,92,40.43,223.5,155,19.0,217.4,90,9.78,10.2,6,2.75,2,0
1550,OR,80,510,No,No,0,203.7,92,34.63,216.4,97,18.39,154.2,66,6.94,7.6,5,2.05,2,0
1551,OH,83,415,No,Yes,25,191.3,95,32.52,250.7,136,21.31,249.4,86,11.22,17.6,5,4.75,2,0
1552,NC,109,510,Yes,No,0,209.1,141,35.55,205.0,93,17.43,119.4,111,5.37,7.8,3,2.11,2,0
1553,KY,66,510,No,Yes,33,88.8,104,15.1,109.6,94,9.32,172.7,107,7.77,7.1,9,1.92,3,0
1554,WA,89,510,No,No,0,137.9,96,23.44,192.6,63,16.37,255.7,125,11.51,11.0,5,2.97,1,0
1555,RI,117,408,No,Yes,13,207.6,65,35.29,152.7,77,12.98,232.8,95,10.48,9.7,3,2.62,1,0
1556,KS,128,510,No,No,0,268.1,95,45.58,120.5,126,10.24,220.8,121,9.94,14.4,6,3.89,2,0
1557,FL,22,415,No,No,0,181.8,108,30.91,198.6,148,16.88,206.6,96,9.3,9.3,3,2.51,2,0
1558,WY,78,415,No,No,0,147.1,80,25.01,199.7,100,16.97,160.7,106,7.23,13.7,7,3.7,0,0
1559,WA,56,415,No,Yes,29,37.7,115,6.41,144.1,111,12.25,226.6,101,10.2,4.9,3,1.32,1,0
1560,CO,192,415,No,No,0,185.0,88,31.45,224.9,98,19.12,212.4,105,9.56,11.4,3,3.08,2,0
1561,WI,70,415,No,No,0,156.4,108,26.59,171.0,116,14.54,196.1,96,8.82,8.6,4,2.32,2,0
1562,KS,148,510,No,No,0,239.3,84,40.68,195.7,85,16.63,232.6,104,10.47,10.9,3,2.94,1,0
1563,MT,119,510,No,No,0,134.9,70,22.93,211.5,74,17.98,188.5,105,8.48,11.3,6,3.05,1,0
1564,CO,80,415,No,No,0,194.8,116,33.12,209.9,93,17.84,194.1,100,8.73,12.8,3,3.46,0,0
1565,FL,113,510,No,No,0,92.6,85,15.74,177.6,92,15.1,159.8,72,7.19,14.4,4,3.89,3,0
1566,VT,75,510,No,No,0,209.4,133,35.6,211.5,121,17.98,291.2,123,13.1,7.2,4,1.94,1,0
1567,OH,80,415,No,No,0,197.6,83,33.59,164.5,86,13.98,94.0,98,4.23,6.4,6,1.73,1,0
1568,NH,148,408,No,No,0,17.6,121,2.99,161.7,125,13.74,203.1,82,9.14,10.6,6,2.86,1,0
1569,FL,97,415,No,Yes,28,202.3,97,34.39,69.2,84,5.88,257.6,64,11.59,6.7,3,1.81,1,0
1570,MD,166,415,No,No,0,136.1,116,23.14,181.4,93,15.42,131.4,108,5.91,11.3,4,3.05,0,0
1571,WY,94,408,No,No,0,207.0,109,35.19,167.4,80,14.23,238.2,117,10.72,2.6,6,0.7,1,0
1572,FL,85,408,No,Yes,33,207.9,95,35.34,233.5,88,19.85,221.3,92,9.96,13.5,3,3.65,1,0
1573,NC,210,415,No,Yes,31,313.8,87,53.35,147.7,103,12.55,192.7,97,8.67,10.1,7,2.73,3,0
1574,IN,88,415,Yes,Yes,25,288.5,114,49.05,203.4,74,17.29,228.4,117,10.28,13.0,5,3.51,1,0
1575,WV,154,408,No,Yes,35,64.9,76,11.03,184.1,91,15.65,151.6,75,6.82,14.6,1,3.94,1,0
1576,UT,32,510,No,Yes,26,243.5,137,41.4,236.8,108,20.13,173.3,149,7.8,9.0,9,2.43,1,0
1577,GA,18,408,No,No,0,197.0,97,33.49,203.7,107,17.31,202.0,105,9.09,8.7,3,2.35,3,0
1578,AK,126,415,No,Yes,31,278.0,88,47.26,253.2,65,21.52,223.2,114,10.04,8.7,4,2.35,0,0
